iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;reproduction_rate;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;population;median_age;aged_65_older;aged_70_older;cardiovasc_death_rate;diabetes_prevalence;hospital_beds_per_thousand;life_expectancy;human_development_index
ALB;Europe;Albania;2021-02-18;96838;1112;1617;17;33707,005;387,061;562,839;5,917;1,01;3049;2438;611;1348;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-11;131803;50;2420;4;45877,49;17,404;842,344;1,392;0,63;622507;440921;181586;9548;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-12;131845;42;2423;3;45892,109;14,619;843,389;1,044;0,62;632676;444755;187921;10169;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-13;131890;45;2426;3;45907,772;15,663;844,433;1,044;0,61;638338;445402;192936;5662;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-14;131939;49;2427;1;45924,828;17,056;844,781;0,348;0,61;653330;448571;204759;14992;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-18;132071;39;2436;1;45970,774;13,575;847,914;0,348;0,59;688947;460191;228756;8864;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-19;132095;24;2438;2;45979,128;8,354;848,61;0,696;0,58;697811;463402;234409;8864;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-20;132118;23;2440;2;45987,134;8,006;849,306;0,696;0,58;703743;466083;237660;5932;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-21;132153;35;2441;1;45999,316;12,183;849,654;0,348;0,58;708846;469169;239677;5103;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-24;132215;6;2445;1;46020,897;2,088;851,046;0,348;0,58;725135;475237;249898;8519;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-27;132264;20;2447;0;46037,953;6,962;851,743;0;0,57;759043;481788;277255;10057;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-05-31;132315;6;2451;1;46055,705;2,088;853,135;0,348;0,6;776461;486128;290333;4257;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-01;132337;22;2451;0;46063,362;7,658;853,135;0;0,61;780342;487078;293264;3881;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-07;132384;5;2452;1;46079,722;1,74;853,483;0,348;0,66;803682;493346;310336;5058;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-08;132397;13;2452;0;46084,247;4,525;853,483;0;0,68;809992;494437;315555;6310;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-09;132415;18;2452;0;46090,512;6,265;853,483;0;0,7;816556;496024;320532;6564;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-10;132426;11;2452;0;46094,341;3,829;853,483;0;0,7;823053;498437;324616;6497;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-11;132437;11;2453;1;46098,17;3,829;853,831;0,348;0,69;830281;501735;328546;7228;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-12;132449;12;2453;0;46102,347;4,177;853,831;0;0,69;834868;503721;331147;4587;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-13;132459;10;2453;0;46105,828;3,481;853,831;0;0,68;836430;504257;332173;1562;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-14;132461;2;2453;0;46106,524;0,696;853,831;0;0,66;842535;507764;334771;6105;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-15;132469;8;2454;1;46109,308;2,785;854,179;0,348;0,63;848430;507854;340576;5895;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-16;132476;7;2454;0;46111,745;2,437;854,179;0;0,61;854227;509282;344945;5797;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-17;132481;5;2454;0;46113,485;1,74;854,179;0;0,6;862628;511175;351453;8401;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-21;132490;0;2454;0;46116,618;0;854,179;0;0,62;890052;519674;370378;9140;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-22;132496;6;2455;1;46118,707;2,088;854,527;0,348;0,64;901429;525800;375629;11377;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-23;132497;1;2455;0;46119,055;0,348;854,527;0;0,66;912874;532225;380649;11445;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-24;132499;2;2455;0;46119,751;0,696;854,527;0;0,7;922886;537018;385868;10012;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-29;132514;1;2456;0;46124,972;0,348;854,875;0;0,9;955498;556252;399246;12059;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-06-30;132521;7;2456;0;46127,408;2,437;854,875;0;0,97;968034;564530;403504;12536;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-01;132523;2;2456;0;46128,105;0,696;854,875;0;1,01;974486;567084;407402;6452;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-02;132526;3;2456;0;46129,149;1,044;854,875;0;1,08;981499;569352;412147;7013;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-05;132537;2;2456;0;46132,978;0,696;854,875;0;1,29;994081;574187;419894;5531;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-06;132544;7;2456;0;46135,414;2,437;854,875;0;1,37;1000063;576905;423158;5982;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-07;132557;13;2456;0;46139,939;4,525;854,875;0;1,43;1005663;579552;426111;5600;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-08;132565;8;2456;0;46142,724;2,785;854,875;0;1,45;1011297;582106;429191;5634;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-09;132580;15;2456;0;46147,945;5,221;854,875;0;1,47;1016554;584832;431722;5257;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-10;132587;7;2456;0;46150,381;2,437;854,875;0;1,45;1021408;587238;434170;4854;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-11;132592;5;2456;0;46152,122;1,74;854,875;0;1,46;1022802;587876;434926;1394;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-12;132597;5;2456;0;46153,862;1,74;854,875;0;1,48;1029234;590476;438758;6432;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-13;132608;11;2456;0;46157,691;3,829;854,875;0;1,5;1035667;592502;443165;6433;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-14;132616;8;2456;0;46160,476;2,785;854,875;0;1,52;1043499;594669;448830;7832;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-15;132629;13;2456;0;46165,001;4,525;854,875;0;1,58;1052108;596977;455131;8609;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-16;132647;18;2456;0;46171,266;6,265;854,875;0;1,62;1060042;599387;460655;7934;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-17;132665;18;2456;0;46177,531;6,265;854,875;0;1,65;1067135;601701;465434;7093;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-18;132686;21;2456;0;46184,841;7,31;854,875;0;1,68;1069365;602460;466905;2230;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-21;132763;23;2456;0;46211,643;8,006;854,875;0;1,65;1095453;616592;478861;13029;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-22;132797;34;2456;0;46223,477;11,835;854,875;0;1,62;1109785;624490;485295;14332;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-30;133036;37;2457;0;46306,668;12,879;855,223;0;1,63;1190847;665632;525215;11078;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-07-31;133081;45;2457;0;46322,331;15,663;855,223;0;1,68;1198933;670215;528718;8086;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-01;133121;40;2457;0;46336,254;13,923;855,223;0;1,72;1203087;672765;530322;4154;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-02;133146;25;2457;0;46344,956;8,702;855,223;0;1,78;1212761;677938;534823;9674;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-03;133211;65;2457;0;46367,581;22,625;855,223;0;1,84;1221640;683052;538588;8879;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-04;133310;99;2457;0;46402,041;34,46;855,223;0;1,9;1229405;687768;541637;7765;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-05;133442;132;2457;0;46447,987;45,946;855,223;0;1,95;1238036;693000;545036;8631;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-16;136147;200;2466;2;47389,533;69,615;858,356;0,696;1,77;1330754;757938;572816;9556;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-17;136598;451;2468;2;47546,515;156,982;859,052;0,696;1,73;1340339;764997;575342;9585;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-22;139324;534;2478;1;48495,371;185,873;862,533;0,348;1,59;1376763;787510;589253;3414;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-23;139721;397;2478;0;48633,557;138,186;862,533;0;1,56;1386713;792663;594050;9950;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-24;140521;800;2480;2;48912,018;278,461;863,229;0,696;1,53;1396390;797441;598949;9677;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-25;141365;844;2483;3;49205,794;293,776;864,273;1,044;1,51;1405653;802394;603259;9263;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-26;142253;888;2486;3;49514,886;309,092;865,317;1,044;1,47;1415907;807368;608539;10254;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-27;143174;921;2487;1;49835,464;320,578;865,666;0,348;1,44;1427977;812555;615422;12070;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-30;145333;486;2495;3;50586,961;169,165;868,45;1,044;1,33;1458048;824170;633878;13284;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-08-31;146387;1054;2498;3;50953,833;366,872;869,494;1,044;1,3;1472316;830396;641920;14268;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-01;147369;982;2501;3;51295,644;341,811;870,539;1,044;1,26;1485250;836613;648637;12934;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-02;148222;853;2505;4;51592,553;296,909;871,931;1,392;1,23;1499898;844304;655594;14648;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-07;152239;740;2523;4;52990,775;257,576;878,196;1,392;1,12;1553626;872116;681510;14394;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-08;153318;1079;2528;5;53366,35;375,574;879,937;1,74;1,11;1567313;879459;687854;13687;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-09;154316;998;2531;3;53713,73;347,38;880,981;1,044;1,09;1579402;885981;693421;12089;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-10;155293;977;2535;4;54053,8;340,07;882,373;1,392;1,08;1589575;890978;698597;10173;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-11;156162;869;2539;4;54356,278;302,478;883,766;1,392;1,06;1598196;895363;702833;8621;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-12;157026;864;2543;4;54657,016;300,738;885,158;1,392;1,05;1601552;896926;704626;3356;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-13;157436;410;2548;5;54799,727;142,711;886,898;1,74;1,04;1610157;900814;709343;8605;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-14;158431;995;2553;5;55146,063;346,336;888,639;1,74;1,03;1618111;904594;713517;7954;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-15;159423;992;2557;4;55491,355;345,292;890,031;1,392;1,01;1625636;908232;717404;7525;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-16;160365;942;2563;6;55819,243;327,888;892,119;2,088;1;1632986;911372;721614;7350;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-17;161324;959;2569;6;56153,048;333,805;894,208;2,088;0,99;1640239;914401;725838;7253;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-20;163404;451;2587;7;56877,046;156,982;900,473;2,437;0,95;1657595;921001;736594;7711;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-21;164276;872;2594;7;57180,569;303,522;902,91;2,437;0,93;1665590;923771;741819;7995;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-22;165096;820;2601;7;57465,991;285,422;905,346;2,437;0,91;1674093;926652;747441;8503;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-23;165864;768;2609;8;57733,314;267,323;908,131;2,785;0,9;1683644;929624;754020;9551;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-24;166690;826;2619;10;58020,825;287,511;911,612;3,481;0,89;1693555;932595;760960;9911;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-28;168782;594;2668;15;58749;206,757;928,667;5,221;0,85;1723996;941418;782578;8863;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-29;169462;680;2685;17;58985,692;236,692;934,585;5,917;0,85;1732549;944011;788538;8553;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-09-30;170131;669;2698;13;59218,555;232,863;939,11;4,525;0,85;1741373;946495;794878;8824;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-01;170778;647;2705;7;59443,76;225,205;941,546;2,437;0,85;1749106;948553;800553;7733;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-02;171327;549;2710;5;59634,854;191,094;943,287;1,74;0,85;1756040;950620;805420;6934;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-05;172618;824;2725;12;60084,221;286,815;948,508;4,177;0,86;1771542;955083;816459;6828;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-06;173190;572;2734;9;60283,32;199,1;951,64;3,133;0,86;1778093;957147;820946;6551;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-07;173723;533;2746;12;60468,845;185,525;955,817;4,177;0,86;1783984;958874;825110;5891;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-08;174168;445;2753;7;60623,739;154,894;958,254;2,437;0,86;1789592;960652;828940;5608;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-09;174643;475;2759;6;60789,075;165,336;960,342;2,088;0,87;1795351;962281;833070;5759;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-12;175664;501;2783;6;61144,461;174,386;968,696;2,088;0,9;1810433;968117;842316;6634;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-13;176172;508;2788;5;61321,283;176,823;970,436;1,74;0,91;1816580;970703;845877;6147;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-18;178188;217;2829;9;62023,005;75,533;984,708;3,133;1;1842661;982467;860194;5805;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-19;178804;616;2841;12;62237,42;214,415;988,885;4,177;1,02;1848634;985320;863314;5973;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-20;179463;659;2849;8;62466,802;229,382;991,669;2,785;1,03;1854615;988414;866201;5981;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-21;180029;566;2855;6;62663,813;197,011;993,758;2,088;1,04;1860335;991371;868964;5720;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-22;180623;594;2863;8;62870,571;206,757;996,542;2,785;1,04;1865942;994446;871496;5607;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-25;181960;264;2880;6;63335,949;91,892;1002,46;2,088;1,04;1879391;1000993;878398;5488;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-28;183873;591;2902;9;64001,818;205,713;1010,117;3,133;1,03;1896652;1011039;885613;5611;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-10-29;184340;467;2909;7;64164,37;162,552;1012,554;2,437;1,02;1901824;1013959;887865;5172;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-07;189125;1131;2955;7;65829,915;393,674;1028,565;2,437;1,08;1947148;1032457;905876;2472;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-10;190815;690;2975;5;66418,163;240,173;1035,527;1,74;1,04;1971973;1040015;913524;8614;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-11;191440;625;2978;3;66635,711;217,548;1036,571;1,044;1,02;1980231;1042227;916432;8258;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-17;194472;616;3014;10;67691,078;214,415;1049,102;3,481;0,95;2025561;1053553;933630;8607;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-18;195021;549;3022;8;67882,172;191,094;1051,886;2,785;0,94;2033766;1055690;936539;8205;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-11-25;198292;516;3068;5;69020,729;179,607;1067,898;1,74;0,91;2081782;1067769;953489;7112;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-01;200173;228;3101;5;69675,461;79,361;1079,384;1,74;0,84;2111797;1075332;965964;10758;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-06;201902;172;3115;5;70277,284;59,869;1084,257;1,74;0,88;2151065;1087187;978333;9202;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-07;202295;393;3122;7;70414,078;136,794;1086,694;2,437;0,88;2161198;1090591;981170;10133;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-08;202641;346;3126;4;70534,513;120,434;1088,086;1,392;0,88;2166207;1092316;982658;5009;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-13;203925;138;3140;6;70981,443;48,035;1092,959;2,088;0,93;2206089;1105501;995500;9944;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-14;204301;376;3144;4;71112,319;130,877;1094,352;1,392;0,94;2216402;1108572;998326;10313;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2021-12-15;204627;326;3152;8;71225,792;113,473;1097,136;2,785;0,96;2226267;1111494;1001189;9865;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-01-05;212021;0;3224;0;73799,468;0;1122,198;0;1,76;2367574;1160648;1053236;11284;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-01-11;222664;2177;3247;6;77504,043;757,762;1130,203;2,088;1,8;2419734;1183130;1067328;9006;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-02-07;264875;251;3387;7;92196,688;87,367;1178,934;2,437;0,67;2639523;1256409;1169470;5146;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-02-14;268304;296;3414;4;93390,241;103,031;1188,332;1,392;0,55;2665804;1262067;1181246;3966;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-02-15;268491;187;3420;6;93455,332;65,09;1190,421;2,088;0,55;2669695;1262935;1182883;3891;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
ALB;Europe;Albania;2022-02-16;268940;449;3423;3;93611,618;156,286;1191,465;1,044;0,55;2673183;1263745;1184292;3488;2872934;38;13,188;8,643;304,195;10,08;2,89;78,57;0,795
BEL;Europe;Belgium;2020-12-29;641411;1677;19361;127;55140,353;144,167;1664,412;10,918;0,9;379;378;11;40;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2020-12-30;644242;2831;19441;80;55383,726;243,373;1671,29;6,877;0,91;907;905;21;528;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2020-12-31;646496;2254;19528;87;55577,496;193,77;1678,769;7,479;0,92;954;952;21;47;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-01;648289;1793;19581;53;55731,636;154,139;1683,325;4,556;0,92;971;969;21;17;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-02;649169;880;19644;63;55807,287;75,651;1688,741;5,416;0,93;994;992;34;23;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-03;650011;842;19701;57;55879,671;72,384;1693,641;4,9;0,95;1027;1025;34;33;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-04;650887;876;19750;49;55954,979;75,307;1697,854;4,212;0,98;1093;1090;47;66;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-05;652735;1848;19827;77;56113,846;158,868;1704,473;6,619;1;2879;2873;75;1786;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-06;655732;2997;19883;56;56371,49;257,644;1709,287;4,814;1,02;6904;6897;103;4025;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-07;658655;2923;19936;53;56622,772;251,282;1713,843;4,556;1,03;15416;15402;124;8512;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-08;660703;2048;19992;56;56798,833;176,061;1718,658;4,814;1,03;24852;24830;173;9436;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-09;662694;1991;20038;46;56969,994;171,161;1722,612;3,954;1,03;28148;28123;190;3296;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-10;664263;1569;20078;40;57104,877;134,883;1726,051;3,439;1,04;28643;28616;192;495;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-11;665223;960;20122;44;57187,405;82,529;1729,833;3,783;1,04;34386;34348;212;5743;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-12;667322;2099;20194;72;57367,851;180,445;1736,023;6,19;1,05;50490;50441;244;16104;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-13;670249;2927;20250;56;57619,477;251,626;1740,837;4,814;1,04;72454;72284;382;21964;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-14;672886;2637;20294;44;57846,173;226,696;1744,62;3,783;1,04;96029;95842;410;23575;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-15;675089;2203;20352;58;58035,558;189,386;1749,606;4,986;1,04;119748;119552;439;23719;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-16;677209;2120;20396;44;58217,809;182,251;1753,388;3,783;1,04;124997;124797;453;5249;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
BEL;Europe;Belgium;2021-01-17;678839;1630;20435;39;58357,936;140,127;1756,741;3,353;1,04;128296;128070;479;3299;11632334;41,8;18,571;12,849;114,898;4,29;5,64;81,63;0,931
